criterion_id,test_id,wp,description,metric_key,operator,threshold_low,threshold_high,frozen,confirmatory,expected_direction,notes,justification,freeze_date,nature,campagne
CRIT-P3-002,P3-002,P3,"Harmoniser pression, température, redox et composition.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-003,P3-003,P3,Construire une méta-analyse hiérarchique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-004,P3-004,P3,Tester les interactions entre variables.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-005,P3-005,P3,Comparer plusieurs lois de partage.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-006,P3-006,P3,Tester les trajectoires d’accrétion continues et par épisodes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-007,P3-007,P3,Permuter l’ordre des apports oxydés et réduits.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-008,P3-008,P3,"Mesurer les différences de noyau, manteau et surface à inventaire global comparable.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-009,P3-009,P3,"Tester Fe, Ni, Co, Nb, Ta, W, Mo, N, P, C, S et éléments hautement sidérophiles.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-010,P3-010,P3,Quantifier l’accessibilité ultérieure des éléments de surface.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-011,P3-011,P3,Tester la sensibilité aux océans magmatiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-012,P3-012,P3,Tester l’équilibration complète et incomplète.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-013,P3-013,P3,"Comparer Terre, Mars, Vesta et corps différenciés.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-014,P3-014,P3,Étendre aux exoplanètes rocheuses simulées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P3-015,P3-015,P3,Faire une validation aveugle sur expériences non utilisées à l’ajustement.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-P4-001,P4-001,P4,"Compiler eau, carbone, azote et soufre dans les météorites différenciées.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-002,P4-002,P4,"Tester taille, température, durée de fusion et gravité.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-003,P4-003,P4,Tester atmosphère présente ou absente pendant le dégazage.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-004,P4-004,P4,Tester impacts et érosion atmosphérique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-005,P4-005,P4,Tester photodissociation et échappement.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-006,P4-006,P4,Comparer pertes précoces et tardives.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-007,P4-007,P4,Mesurer `inventaire initial` et `inventaire conservé`.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-008,P4-008,P4,"Produire des courbes de transfert vers noyau, manteau, atmosphère et espace.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-009,P4-009,P4,Tester l’hystérésis de rétention.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P4-010,P4-010,P4,Comparer aux observations des planètes et météorites.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-001,P5-001,P5,"Compiler Mo, Ru, W, Os, Ir, Au et autres traceurs.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-002,P5-002,P5,Tester plusieurs dates et masses d’apport.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-003,P5-003,P5,Tester l’équilibrage avec le noyau.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-004,P5-004,P5,Tester les scénarios d’impact lunaire.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-005,P5-005,P5,Tester les apports carbonés et non carbonés.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-006,P5-006,P5,Quantifier la contribution aux volatils de surface.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-007,P5-007,P5,Séparer matière tardive et conservation pendant la formation du noyau.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-008,P5-008,P5,Comparer plusieurs modèles de mélange.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-009,P5-009,P5,Tester la récupération de l’histoire d’apport depuis les isotopes finaux.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P5-010,P5-010,P5,Réaliser une validation croisée par familles d’éléments.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-P6-001,P6-001,P6,Prédire la distribution noyau-manteau-surface à partir de la seule composition initiale.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-002,P6-002,P6,Ajouter la provenance.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-003,P6-003,P6,Ajouter la date d’accrétion.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-004,P6-004,P6,Ajouter l’histoire thermique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-005,P6-005,P6,Ajouter le redox.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-006,P6-006,P6,Ajouter les pertes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-007,P6-007,P6,Ajouter les apports tardifs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-008,P6-008,P6,Mesurer le gain incrémental de chaque couche.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-009,P6-009,P6,Comparer à un modèle géochimique standard de même complexité.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-010,P6-010,P6,"Tester hors échantillon sur Mars, Vesta et groupes météoritiques.",,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-P6-011,P6-011,P6,Tester sur populations synthétiques d’exoplanètes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-P6-012,P6-012,P6,Préenregistrer les prédictions avant d’ajouter de nouvelles données.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-A1-001,A1-001,A1,Reproduire tous les 25 calculs dans un conteneur propre.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-002,A1-002,A1,Répéter sur plusieurs systèmes d’exploitation.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-A1-003,A1-003,A1,Répéter en simple et double précision lorsque possible.,energy_drift,<,,1e-6,true,False,lower_better,À remplir et geler avant l'analyse confirmatoire.,"Dérive d'énergie d'un intégrateur symplectique sur intégration courte. Critère numérique, pas scientifique.",2026-08-01,controle_positif,2
CRIT-A1-004,A1-004,A1,Tester plusieurs compilateurs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-005,A1-005,A1,Tester plusieurs versions de REBOUND.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-006,A1-006,A1,"Comparer WHFast, IAS15, Mercurius et un intégrateur indépendant.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-007,A1-007,A1,Tester une grille plus fine de pas temporels.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-008,A1-008,A1,Tester les critères sur énergie et moment angulaire adaptés à la relativité.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-009,A1-009,A1,Tester l’aller-retour sur plusieurs horizons.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A1-010,A1-010,A1,"Publier la convergence de chaque observable, pas seulement de l’excentricité.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-001,A2-001,A2,Utiliser plusieurs éphémérides JPL.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-002,A2-002,A2,Propager les covariances des conditions initiales.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-003,A2-003,A2,Générer des ensembles d’états initiaux cohérents avec les incertitudes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-004,A2-004,A2,Comparer coordonnées cartésiennes et éléments orbitaux.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-005,A2-005,A2,Tester les transformations de repère.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-006,A2-006,A2,Tester plusieurs époques initiales.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-007,A2-007,A2,"Comparer aux solutions La2004, La2010 et autres références indépendantes.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A2-008,A2-008,A2,Valider sur des horizons croissants.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-A2-009,A2-009,A2,Mesurer le temps de divergence chaotique.,divergence_horizon_myr,>,5.0,,true,False,higher_better,À remplir et geler avant l'analyse confirmatoire.,"Horizon au-delà duquel les solutions divergent. Doit dépasser 5 Ma pour que la fenêtre climatique de 2,6 Ma soit interprétable.",2026-08-01,confirmatoire,2
CRIT-A2-010,A2-010,A2,Ne jamais interpréter au-delà de l’horizon de fiabilité.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-001,A3-001,A3,la Lune résolue,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-002,A3-002,A3,la rotation terrestre,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-003,A3-003,A3,l’obliquité dynamique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-004,A3-004,A3,le J2 solaire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-005,A3-005,A3,les marées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-006,A3-006,A3,la relativité cohérente dans tous les diagnostics,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-007,A3-007,A3,les principaux astéroïdes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-008,A3-008,A3,la perte de masse solaire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-009,A3-009,A3,les effets de figures planétaires lorsque pertinents,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-010,A3-010,A3,les interactions spin-orbite,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-011,A3-011,A3,test d’ablation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-012,A3-012,A3,gain contre référence,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-013,A3-013,A3,coût numérique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-014,A3-014,A3,effet sur le spectre,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-015,A3-015,A3,effet sur l’incertitude,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A3-016,A3-016,A3,interaction avec les autres ajouts,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-001,A4-001,A4,Perturber masses de Jupiter et Saturne sur une grille fine.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-002,A4-002,A4,Perturber demi-grands axes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-003,A4-003,A4,Perturber excentricités et inclinaisons.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-004,A4-004,A4,Perturber phases orbitales.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-005,A4-005,A4,Retirer chaque planète à tour de rôle dans un modèle exploratoire.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-006,A4-006,A4,Ajouter des perturbations combinées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-007,A4-007,A4,Tester des scénarios de migration historique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-008,A4-008,A4,Mesurer la réponse spectrale de la Terre.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-009,A4-009,A4,Mesurer la stabilité des résonances.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-010,A4-010,A4,Construire des surfaces de réponse causale.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-011,A4-011,A4,Comparer à des ensembles d’états initiaux quasi identiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A4-012,A4-012,A4,Séparer effet de l’intervention et divergence chaotique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-A5-001,A5-001,A5,Tester plusieurs méthodes spectrales.,obliquity.dominant_period,between,39,43,true,False,n/a,À remplir et geler avant l'analyse confirmatoire.,"Cycle d'obliquité, 41 ka. Valeur canonique. Tolérance ±5 %.",2026-08-01,controle_positif,2
C2-A5-002,A5-002,A5,"Comparer fenêtres, résolution et detrending.",precession.dominant_period,between,17,25,true,False,n/a,À remplir et geler avant l'analyse confirmatoire.,"Bande de précession climatique, 19 à 23 ka. Valeur canonique.",2026-08-01,controle_positif,2
CRIT-A5-003,A5-003,A5,Quantifier l’incertitude des pics.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-A5-004,A5-004,A5,"Tester 405 ka, 2,4 Ma et autres bandes.",eccentricity.dominant_period,between,395,415,true,False,n/a,À remplir et geler avant l'analyse confirmatoire.,"Terme g2−g5 de l'excentricité, 405 ka. Valeur publiée par Laskar, extérieure à ce dossier. Tolérance ±2,5 %.",2026-08-01,controle_positif,2
CRIT-A5-005,A5-005,A5,Mesurer stabilité des phases.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A5-006,A5-006,A5,Mesurer transfert entre planètes et variables orbitales.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-A5-007,A5-007,A5,Tester la robustesse aux horizons d’analyse.,eccentricity.secondary_period,between,2000,2800,true,False,n/a,À remplir et geler avant l'analyse confirmatoire.,"Modulation g4−g3 de l'excentricité, attendue vers 2,4 Ma. Le WP-A5.4 la demande explicitement. Je ne l'ai jamais mesurée avant ce gel.",2026-08-01,confirmatoire,2
CRIT-A5-008,A5-008,A5,Comparer spectres aux solutions de référence.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A5-009,A5-009,A5,Utiliser des signaux synthétiques pour mesurer les faux pics.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A5-010,A5-010,A5,Préenregistrer les bandes avant l’analyse confirmatoire.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-A6-001,A6-001,A6,Réimplémenter le calcul dans un second code N-corps.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A6-002,A6-002,A6,Faire reproduire les résultats par une autre équipe.,,finite,,,False,False,,Gel refusé : mode `external_code`.,,,,
CRIT-A6-003,A6-003,A6,Masquer les critères pendant l’exécution.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A6-004,A6-004,A6,Archiver les sorties brutes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A6-005,A6-005,A6,Faire auditer les transformations et figures.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-A6-006,A6-006,A6,Publier les deux échecs préenregistrés avec les réussites.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-C1-001,C1-001,C1,Reproduire tous les tests avec l’environnement verrouillé.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-002,C1-002,C1,Répliquer sur toute l’étendue LR04.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-003,C1-003,C1,Répliquer avec incertitudes d’âge et de mesure.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-004,C1-004,C1,Répliquer avec autres piles benthiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-005,C1-005,C1,Répliquer avec niveau marin indépendant.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-006,C1-006,C1,"Répliquer avec CO2, température et poussières.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-007,C1-007,C1,Répliquer sous plusieurs conventions d’insolation.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-008,C1-008,C1,Répliquer par validation croisée temporelle.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-C1-009,C1-009,C1,Répliquer avec modèles nuls supplémentaires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C1-010,C1-010,C1,Faire confirmer le verdict par une équipe indépendante.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-001,C2-001,C2,Cartographier entièrement les régions mono et multistables.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-002,C2-002,C2,Choisir des points réellement discriminants.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-003,C2-003,C2,Apparier les variables motrices du témoin de complexité égale.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-004,C2-004,C2,Publier leurs plages d’exploitation.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-005,C2-005,C2,Définir une normalisation indépendante du point testé.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-006,C2-006,C2,Simuler la puissance avant préenregistrement.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-C2-007,C2-007,C2,Fixer les seuils de matérialité.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-008,C2-008,C2,Fixer la durée d’observation au-delà de toutes les constantes de temps.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-009,C2-009,C2,Geler le protocole.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C2-010,C2-010,C2,Exécuter une seule fois sur données confirmatoires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-001,C3-001,C3,mémoire du volume de glace,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-002,C3-002,C3,géométrie et hauteur des calottes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-003,C3-003,C3,érosion du régolithe,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-004,C3-004,C3,altération continentale,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-005,C3-005,C3,carbone océanique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-006,C3-006,C3,circulation océanique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-007,C3-007,C3,sédiments marins,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-008,C3-008,C3,poussières et fertilisation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-009,C3-009,C3,méthane et pergélisol pour périodes adaptées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-010,C3-010,C3,isostasie et topographie,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-011,C3-011,C3,végétation et albédo,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-012,C3-012,C3,seuils de plateformes glaciaires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-013,C3-013,C3,couplages état-dépendants,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-014,C3-014,C3,délais distribués,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-015,C3-015,C3,événements stochastiques rares,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-016,C3-016,C3,interactions entre mémoires rapides et lentes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-017,C3-017,C3,un témoin instantané,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-018,C3-018,C3,un témoin de complexité égale,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-019,C3-019,C3,une ablation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-C3-020,C3-020,C3,une prédiction hors échantillon,oos_gain,>,0.05,,true,True,higher_better,À remplir et geler avant l'analyse confirmatoire.,"Seuil relevé de 0 à 0,05. Le seuil de la campagne 1 était vide : franchi par un gain de 0,1 %. Matérialité fixée à 5 %.",2026-08-01,confirmatoire,2
CRIT-C3-021,C3-021,C3,une fenêtre longue,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C3-022,C3-022,C3,une variable mesurée directement lorsque possible,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-001,C4-001,C4,régression et filtres linéaires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-002,C4-002,C4,modèles d’espace d’état,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-003,C4-003,C4,modèles à retards distribués,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-004,C4-004,C4,systèmes dynamiques non linéaires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-005,C4-005,C4,modèles à seuils,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-006,C4-006,C4,modèles à attracteurs multiples,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-007,C4-007,C4,modèles stochastiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-008,C4-008,C4,modèles de viabilité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-009,C4-009,C4,réseaux causaux dynamiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-010,C4-010,C4,modèles hybrides événementiels,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-011,C4-011,C4,modèles conceptuels glaciaires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-012,C4-012,C4,modèles de bilan énergétique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-013,C4-013,C4,EMIC,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-014,C4-014,C4,modèles de calotte simplifiés,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C4-015,C4-015,C4,émulateurs de modèles complexes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-001,C5-001,C5,Propager l’incertitude des modèles d’âge.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-002,C5-002,C5,Tester plusieurs alignements chronologiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-003,C5-003,C5,Travailler sur données brutes et piles.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-004,C5-004,C5,Tester la sensibilité aux résolutions.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-005,C5-005,C5,Tester les biais de préservation.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-006,C5-006,C5,Tester l’autocorrélation et la taille efficace.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-007,C5-007,C5,Tester les ruptures de proxy.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C5-008,C5-008,C5,Utiliser des proxys multiples dans un modèle hiérarchique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
C2-C5-009,C5-009,C5,Réserver des carottes ou périodes entières pour validation.,holdout_fraction,>=,0.20,,true,True,higher_better,À remplir et geler avant l'analyse confirmatoire.,"Inégalité rendue large. La campagne 1 employait une inégalité stricte sur la valeur exacte du bord, ce qui ne mesurait rien.",2026-08-01,confirmatoire,2
CRIT-C5-010,C5-010,C5,Préenregistrer les transformations.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
C2-C6-001,C6-001,C6,RMSE hors échantillon,rmse,<,,2.0420,true,True,lower_better,À remplir et geler avant l'analyse confirmatoire.,"RMSE hors échantillon sous celle de M2 mesurée par le dossier. Seuil repris du dossier, inchangé.",2026-08-01,confirmatoire,2
CRIT-C6-002,C6-002,C6,log-vraisemblance prédictive,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
