test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
M5-002,M5,Valeur ajoutée de la branche matière,Comparer à une chronologie descriptive simple.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,304
M5-003,M5,Valeur ajoutée de la branche matière,Comparer à un graphe causal standard.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,305
M5-004,M5,Valeur ajoutée de la branche matière,Comparer à un modèle de réseau sans histoire.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,306
M5-005,M5,Valeur ajoutée de la branche matière,Tester si les dimensions ORI-C améliorent la prédiction de la transition suivante.,GARDER,P3,valeur prédictive,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,307
M5-006,M5,Valeur ajoutée de la branche matière,Tester si elles améliorent la prédiction des états fermés.,GARDER,P3,domaine des possibles / Pacc,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,308
M5-007,M5,Valeur ajoutée de la branche matière,Tester si elles améliorent l’inférence de l’histoire depuis l’état final.,GARDER,P3,valeur prédictive,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,309
M5-008,M5,Valeur ajoutée de la branche matière,Tester la calibration probabiliste des prédictions.,GARDER,P3,valeur prédictive,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,310
M5-009,M5,Valeur ajoutée de la branche matière,Répéter sur des sous-domaines indépendants.,GARDER,P3,réplication indépendante,False,data_required,matter_value,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : matter_transitions.,311
M5-010,M5,Valeur ajoutée de la branche matière,Faire évaluer les prédictions à l’aveugle par des spécialistes.,GARDER,P1,confirmatoire/préenregistré,True,human_review,matter_value,matter_transitions,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,312
P1-001,P1,Provenance des matériaux,"Compiler les isotopes Ti, Cr, Mo, W, Ni, Ru, Pd et autres traceurs disponibles.",VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,320
P1-002,P1,Provenance des matériaux,Tester la dichotomie carbonée et non carbonée par plusieurs méthodes de clustering.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,321
P1-003,P1,Provenance des matériaux,Quantifier l’incertitude de classification.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,322
P1-004,P1,Provenance des matériaux,Tester les météorites intermédiaires et les exceptions.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,323
P1-005,P1,Provenance des matériaux,Comparer plusieurs modèles de barrière dans le disque.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,324
P1-006,P1,Provenance des matériaux,Tester les scénarios de transport radial.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,325
P1-007,P1,Provenance des matériaux,Reconstruire les mélanges possibles.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,326
P1-008,P1,Provenance des matériaux,Vérifier si la provenance améliore la prédiction de la composition finale des corps.,GARDER,P3,valeur prédictive,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : isotope_tracers.,327
P1-009,P1,Provenance des matériaux,Tester cette prédiction hors échantillon sur des groupes météoritiques masqués.,GARDER,P1,confirmatoire/préenregistré,True,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : isotope_tracers.,328
P1-010,P1,Provenance des matériaux,Comparer à un modèle fondé uniquement sur la distance au Soleil.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_provenance,isotope_tracers,blocked,undetermined,isotope_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : isotope_tracers.,329
P2-001,P2,Date d’accrétion et chauffage radiogénique,"Compiler les chronomètres Al-Mg, Hf-W, Mn-Cr et Pb-Pb.",VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,333
P2-002,P2,Date d’accrétion et chauffage radiogénique,Propager toutes les incertitudes de datation.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,334
P2-003,P2,Date d’accrétion et chauffage radiogénique,Tester distribution homogène et hétérogène de l’aluminium 26.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,335
P2-004,P2,Date d’accrétion et chauffage radiogénique,Simuler des corps de tailles et porosités variées.,VIRER,,"simulation/synthétique : garde-fou méthodologique, pas preuve externe",False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,336
P2-005,P2,Date d’accrétion et chauffage radiogénique,"Tester conduction, convection, fusion et migration des fluides.",VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,337
P2-006,P2,Date d’accrétion et chauffage radiogénique,Comparer les prédictions aux achondrites et corps primitifs.,GARDER,P3,valeur prédictive,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : body_properties ; chronometers.,338
P2-007,P2,Date d’accrétion et chauffage radiogénique,Produire des paires à composition initiale semblable et dates différentes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : body_properties ; chronometers.,339
P2-008,P2,Date d’accrétion et chauffage radiogénique,"Mesurer l’effet causal sur fusion, différenciation et perte de volatils.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : body_properties ; chronometers.,340
P2-009,P2,Date d’accrétion et chauffage radiogénique,Tester la capacité d’inférer la date d’accrétion depuis la structure finale.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : body_properties ; chronometers.,341
P2-010,P2,Date d’accrétion et chauffage radiogénique,Comparer à des modèles thermiques standards sans variables ORI-C.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetesimal_thermal,chronometers;body_properties,blocked,undetermined,body_properties ; chronometers,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : body_properties ; chronometers.,342
P3-001,P3,Différenciation métal-silicate,Compiler les expériences de partage disponibles.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,metal_silicate,partition_experiments,pass,undetermined,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,346
P3-002,P3,Différenciation métal-silicate,"Harmoniser pression, température, redox et composition.",VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,metal_silicate,partition_experiments,pass,undetermined,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,347
P3-003,P3,Différenciation métal-silicate,Construire une méta-analyse hiérarchique.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,348
P3-004,P3,Différenciation métal-silicate,Tester les interactions entre variables.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,349
P3-005,P3,Différenciation métal-silicate,Comparer plusieurs lois de partage.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,350
P3-006,P3,Différenciation métal-silicate,Tester les trajectoires d’accrétion continues et par épisodes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,351
P3-007,P3,Différenciation métal-silicate,Permuter l’ordre des apports oxydés et réduits.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,352
P3-008,P3,Différenciation métal-silicate,"Mesurer les différences de noyau, manteau et surface à inventaire global comparable.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,353
P3-009,P3,Différenciation métal-silicate,"Tester Fe, Ni, Co, Nb, Ta, W, Mo, N, P, C, S et éléments hautement sidérophiles.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,354
P3-010,P3,Différenciation métal-silicate,Quantifier l’accessibilité ultérieure des éléments de surface.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,355
P3-011,P3,Différenciation métal-silicate,Tester la sensibilité aux océans magmatiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,356
P3-012,P3,Différenciation métal-silicate,Tester l’équilibration complète et incomplète.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,357
P3-013,P3,Différenciation métal-silicate,"Comparer Terre, Mars, Vesta et corps différenciés.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,358
P3-014,P3,Différenciation métal-silicate,Étendre aux exoplanètes rocheuses simulées.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,359
P3-015,P3,Différenciation métal-silicate,Faire une validation aveugle sur expériences non utilisées à l’ajustement.,GARDER,P1,confirmatoire/préenregistré,True,data_required,metal_silicate,partition_experiments,blocked,undetermined,partition_experiments,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : partition_experiments.,360
P4-001,P4,"Volatils, dégazage et pertes","Compiler eau, carbone, azote et soufre dans les météorites différenciées.",VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,364
P4-002,P4,"Volatils, dégazage et pertes","Tester taille, température, durée de fusion et gravité.",VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,365
P4-003,P4,"Volatils, dégazage et pertes",Tester atmosphère présente ou absente pendant le dégazage.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,366
P4-004,P4,"Volatils, dégazage et pertes",Tester impacts et érosion atmosphérique.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,367
P4-005,P4,"Volatils, dégazage et pertes",Tester photodissociation et échappement.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,368
P4-006,P4,"Volatils, dégazage et pertes",Comparer pertes précoces et tardives.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : volatile_inventory.,369
P4-007,P4,"Volatils, dégazage et pertes",Mesurer `inventaire initial` et `inventaire conservé`.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : volatile_inventory.,370
P4-008,P4,"Volatils, dégazage et pertes","Produire des courbes de transfert vers noyau, manteau, atmosphère et espace.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : volatile_inventory.,371
P4-009,P4,"Volatils, dégazage et pertes",Tester l’hystérésis de rétention.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,volatile_inventory,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : volatile_inventory.,372
P4-010,P4,"Volatils, dégazage et pertes",Comparer aux observations des planètes et météorites.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,volatile_budget,volatile_inventory,blocked,undetermined,exoplanet_observations,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : exoplanet_observations.,373
P5-001,P5,Apports tardifs,"Compiler Mo, Ru, W, Os, Ir, Au et autres traceurs.",VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,late_accretion,late_accretion_tracers,pass,undetermined,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,377
P5-002,P5,Apports tardifs,Tester plusieurs dates et masses d’apport.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,378
P5-003,P5,Apports tardifs,Tester l’équilibrage avec le noyau.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,379
P5-004,P5,Apports tardifs,Tester les scénarios d’impact lunaire.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,380
P5-005,P5,Apports tardifs,Tester les apports carbonés et non carbonés.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,381
P5-006,P5,Apports tardifs,Quantifier la contribution aux volatils de surface.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,382
P5-007,P5,Apports tardifs,Séparer matière tardive et conservation pendant la formation du noyau.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,383
P5-008,P5,Apports tardifs,Comparer plusieurs modèles de mélange.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,384
P5-009,P5,Apports tardifs,Tester la récupération de l’histoire d’apport depuis les isotopes finaux.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,385
P5-010,P5,Apports tardifs,Réaliser une validation croisée par familles d’éléments.,GARDER,P1,confirmatoire/préenregistré,True,data_required,late_accretion,late_accretion_tracers,blocked,undetermined,late_accretion_tracers,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : late_accretion_tracers.,386
P6-001,P6,Valeur ajoutée ORI-C sur les planètes,Prédire la distribution noyau-manteau-surface à partir de la seule composition initiale.,GARDER,P3,valeur prédictive,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,390
P6-002,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter la provenance.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,391
P6-003,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter la date d’accrétion.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,392
P6-004,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter l’histoire thermique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,393
P6-005,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter le redox.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,394
P6-006,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter les pertes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,395
P6-007,P6,Valeur ajoutée ORI-C sur les planètes,Ajouter les apports tardifs.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,396
P6-008,P6,Valeur ajoutée ORI-C sur les planètes,Mesurer le gain incrémental de chaque couche.,GARDER,P3,valeur prédictive,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,397
P6-009,P6,Valeur ajoutée ORI-C sur les planètes,Comparer à un modèle géochimique standard de même complexité.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,398
P6-010,P6,Valeur ajoutée ORI-C sur les planètes,"Tester hors échantillon sur Mars, Vesta et groupes météoritiques.",GARDER,P1,confirmatoire/préenregistré,True,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : planetary_histories.,399
P6-011,P6,Valeur ajoutée ORI-C sur les planètes,Tester sur populations synthétiques d’exoplanètes.,VIRER,,"simulation/synthétique : garde-fou méthodologique, pas preuve externe",False,data_required,planetary_value,planetary_histories,blocked,undetermined,planetary_histories,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,400
P6-012,P6,Valeur ajoutée ORI-C sur les planètes,Préenregistrer les prédictions avant d’ajouter de nouvelles données.,GARDER,P1,confirmatoire/préenregistré,True,human_review,planetary_value,planetary_histories,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,401
A1-001,A1,Reproductibilité numérique,Reproduire tous les 25 calculs dans un conteneur propre.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,409
A1-002,A1,Reproductibilité numérique,Répéter sur plusieurs systèmes d’exploitation.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,410
A1-003,A1,Reproductibilité numérique,Répéter en simple et double précision lorsque possible.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,411
A1-004,A1,Reproductibilité numérique,Tester plusieurs compilateurs.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,412
A1-005,A1,Reproductibilité numérique,Tester plusieurs versions de REBOUND.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,external_code,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,413
A1-006,A1,Reproductibilité numérique,"Comparer WHFast, IAS15, Mercurius et un intégrateur indépendant.",VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,external_code,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,414
A1-007,A1,Reproductibilité numérique,Tester une grille plus fine de pas temporels.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,415
A1-008,A1,Reproductibilité numérique,Tester les critères sur énergie et moment angulaire adaptés à la relativité.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,416
A1-009,A1,Reproductibilité numérique,Tester l’aller-retour sur plusieurs horizons.,VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,data_required,astronomy_repro,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,417
A1-010,A1,Reproductibilité numérique,"Publier la convergence de chaque observable, pas seulement de l’excentricité.",VIRER,,"reproductibilité numérique : garder en QA, sortir du noyau probant",False,human_review,astronomy_repro,orbital_initial_conditions,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,418
