test_id,decision,destination,rang_action,motif_code
C6-012,GARDER,noyau_probant,2,DOMAINE_ACCESSIBLE
C6-013,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
C6-014,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
C6-015,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
C7-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-004,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
C7-006,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
C7-008,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
C7-009,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
C7-010,GARDER,noyau_probant,1,CONFIRMATOIRE
CL1-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL1-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL1-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL1-004,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL1-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL1-006,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL1-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL1-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL1-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL1-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-008,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
CL2-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL2-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL3-001,GARDER,noyau_probant,2,DOMAINE_ACCESSIBLE
CL3-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL3-003,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
CL3-004,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
CL3-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL3-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL3-007,GARDER,noyau_probant,2,INTERVENTION_HISTOIRE
CL3-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL3-009,GARDER,noyau_probant,3,INTERVENTION_HISTOIRE
CL3-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL4-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL4-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL4-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL4-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL4-005,GARDER,noyau_probant,1,CONFIRMATOIRE
CL4-006,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL4-007,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
CL4-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
CL4-009,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
CL4-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V1-002,VIRER,qa_exploratoire,,QA_SIMULATION
V1-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V1-008,GARDER,noyau_probant,1,CONFIRMATOIRE
V1-009,GARDER,noyau_probant,1,CONFIRMATOIRE
V1-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-004,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-005,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-007,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-008,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-011,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-012,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-013,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-014,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-015,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-016,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-017,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-018,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-019,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-020,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-021,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-022,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-023,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-024,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-025,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-026,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-027,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-028,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-029,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-030,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-031,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-032,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-033,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V2-034,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-035,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-036,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-037,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-038,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-039,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V2-040,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-003,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-004,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-005,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-006,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-007,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-008,VIRER,qa_exploratoire,,APPARIEMENT_INTEGRE
V3-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-011,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-012,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-013,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-014,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-015,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V3-016,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
V3-017,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
V3-018,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
V3-019,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
V3-020,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-004,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-005,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-006,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-007,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-008,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-009,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
V4-011,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-012,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-013,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-014,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-015,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-016,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-017,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-018,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V4-019,GARDER,noyau_probant,1,CONFIRMATOIRE
V4-020,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-002,GARDER,noyau_probant,2,DOMAINE_ACCESSIBLE
V5-003,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
V5-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V5-010,GARDER,noyau_probant,1,CONFIRMATOIRE
V6-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-007,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
V6-008,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
V6-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
V6-010,GARDER,noyau_probant,1,REPLICATION_INDEPENDANTE
B1-001,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
B1-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
B1-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
B1-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B1-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B1-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B1-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B1-008,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
B1-009,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
B1-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-001,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B2-002,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B2-003,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B2-004,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B2-005,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B2-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-010,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
B2-011,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B2-012,GARDER,noyau_probant,3,PREDICTION_HORS_ECHANTILLON
B3-001,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
B3-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B3-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B3-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B3-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B3-006,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
B3-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
B3-008,GARDER,noyau_probant,2,DOMAINE_ACCESSIBLE
B3-009,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
B3-010,GARDER,noyau_probant,1,CONFIRMATOIRE
R1-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-007,GARDER,noyau_probant,1,CONFIRMATOIRE
R1-008,GARDER,noyau_probant,1,CONFIRMATOIRE
R1-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R1-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R2-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R2-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-004,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-005,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R2-007,GARDER,noyau_probant,3,INTERVENTION_HISTOIRE
R2-008,GARDER,noyau_probant,3,INTERVENTION_HISTOIRE
R2-009,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-011,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-012,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R2-013,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R2-014,GARDER,noyau_probant,3,INTERVENTION_HISTOIRE
R2-015,GARDER,noyau_probant,2,INTERVENTION_HISTOIRE
R3-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-003,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-011,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-012,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-013,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R3-014,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R3-015,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-001,GARDER,noyau_probant,2,INTERVENTION_HISTOIRE
R4-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-007,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
R4-008,GARDER,noyau_probant,3,DOMAINE_ACCESSIBLE
R4-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-010,GARDER,noyau_probant,1,INTERVENTION_HISTOIRE
R4-011,GARDER,noyau_probant,3,INTERVENTION_HISTOIRE
R4-012,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R4-013,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
R4-014,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
R4-015,GARDER,noyau_probant,1,CONFIRMATOIRE
R5-001,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-002,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-003,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-004,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-005,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-006,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-007,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R5-008,VIRER,qa_exploratoire,,REDONDANCE_MODELES_CONCURRENTS
R6-001,GARDER,noyau_probant,3,REPLICATION_INDEPENDANTE
R6-002,GARDER,noyau_probant,3,REPLICATION_INDEPENDANTE
R6-003,GARDER,noyau_probant,1,REPLICATION_INDEPENDANTE
R6-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R6-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
R6-006,GARDER,noyau_probant,1,CONFIRMATOIRE
R6-007,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
R6-008,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T1-001,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-002,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-003,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-004,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-005,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-006,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-007,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-008,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-009,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-010,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-011,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-012,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-013,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-014,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-015,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T1-016,VIRER,qa_exploratoire,,BENCHMARK_NON_EMPIRIQUE
T2-001,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T2-002,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T2-003,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T2-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T2-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T2-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T2-007,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T2-008,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T2-009,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T2-010,VIRER,qa_exploratoire,,REDONDANCE_SOUS_ANALYSE
T3-001,GARDER,noyau_probant,3,VALEUR_PREDICTIVE
T3-002,GARDER,noyau_probant,3,INTEGRITE_CONFIRMATOIRE
T3-003,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
T3-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T3-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T3-006,GARDER,noyau_probant,3,REPLICATION_INDEPENDANTE
T3-007,GARDER,noyau_probant,3,CONTROLE_ANTI_FAUX_POSITIF
T3-008,GARDER,noyau_probant,3,CONTROLE_ANTI_FAUX_POSITIF
T3-009,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T3-010,GARDER,noyau_probant,1,CONFIRMATOIRE
T4-001,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T4-002,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T4-003,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T4-004,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T4-005,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T4-006,VIRER,qa_exploratoire,,COMPRESSION_NON_PROBANTE
T5-001,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
T5-002,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-003,GARDER,noyau_probant,2,CONTROLE_ANTI_FAUX_POSITIF
T5-004,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-005,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-006,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-007,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-008,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
T5-009,VIRER,qa_exploratoire,,PREPARATION_DOCUMENTATION
T5-010,GARDER,noyau_probant,3,SOUS_TEST_NECESSAIRE
